rownumber,자치단체코드(신고지역),인허가번호,서비스id,데이터갱신구분,데이터갱신일자,서비스id명,사업장명,지번우편번호,지번주소,도로명우편번호,도로명주소,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업상태,상세영업상태,좌표정보(x),좌표정보(y),최종수정일자,업태구분명,전화번호,개관일자,객실수,건물용도명,건축연면적,기념품종류,기획여행보험시작일자,기획여행보험종료일자,놀이기구수내역,놀이시설수,무대면적,문화사업자구분명,문화체육업종명,박물관미술관유형명,박물관미술관종류명,발전시설유무,방송시설유무,법인명,법인설립목적,법인해산일자,보험기관명,보험시작일자,보험종료일자,부대시설내역,선박제원,선박척수,선박총톤수,설립_운영주체구분명,소요자금,승려수,시설규모,시설면적,신도수,안내소유무,영문상호명,영문상호주소,유래연혁,의무실유무,자본금,전통사찰명,제작취급품목내용,좌석수,주변환경명,준공일자,지상층수,지역구분명,지정취소,지정취소사유,지정취소일자,지하층수,창립연대,총층수,폐관사유,폐관일자,허가조건,회의실별동시수용인원
15,6260000,6260000-008,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,불곡암,,부산광역시 남구 대연동 949-14,,부산광역시 남구 유엔평화로66번길 18 (대연동),1988-12-13,,,,,영업/정상,,390618.790773696,183044.364657129,2013-12-20 17:22:51,,0516247644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,,,,서기 1912년 산정에 미륵불이 좌정해 있는 것을 발견한 대우스님이 부처님의 계시인 것을 알고 이곳에 절을 창건.,,,불곡암,,,,,,,A,,,,1912,,,,,
16,6260000,6260000-009,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,정수암,,부산광역시 금정구 금성동 5 정수암,,"부산광역시 금정구 북문로 160, 00동 00층 00호 (금성동,정수암)",1988-12-29,,,,,영업/정상,,386348.848243151,197602.46424356,2017-03-27 15:15:11,,0515175300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,,,조선중기 진목대사가 창건.,,,정수암,,,,,,,A,,,,1700,,,,,
17,6260000,6260000-010,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,혜원정사,,부산직할시 동래구 연산4동 1113-1,,,1997-02-13,,,,,영업/정상,,,,2005-11-17 20:12:07,,0518667771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,20000,,,,"1925년 절터가 발견되어 불당이 지어져 내려오다가, 1975년고산대화상이 사찰을 건립하기 시작하여 20여년만에 대웅전 등을 연차적으로 건립함.",,,혜원정사,,,,,,,A,,,,1975,,,,,
18,6260000,6260000-011,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,감천사,,부산직할시 동래구 연산4동 1112,,,1988-11-30,,,,,영업/정상,,,,2005-11-21 11:15:40,,0518526904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3000,,,,한발이 심할때 이곳 암자에서 솟는 물은 마르지 않아 식수로 이용하였다고 하며 물맛이 달아 감천이라 하였고 이곳에 조그만 암자를 건립하였다고 하며 1936년 감천암이라 칭함.,,,감천사,,,,,,,A,,,,1931,,,,,
19,6260000,6260000-012,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,약수암,,부산광역시 사상구 덕포동,,,1988-12-05,,,,,영업/정상,,,,2011-06-08 10:44:27,,0513037586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,300,,,,1880년 김경파스님이 창건.,,,약수암,,,,,,,A,,,,1880,,,,,
20,6260000,6260000-013,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,선광사(仙光寺),,부산광역시 사상구 덕포동 21 - 2,,부산광역시 사상구 백양대로804번길 42-123 (덕포동),1988-12-05,,,,,영업/정상,,381711.828756561,188255.271363719,2011-04-22 17:10:55,,0513034848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1200,,,,1880년 창건되어 1929년 유명심화보살이 중수하여 현재에 이름.,,,선광사(仙光寺),,,,,,,A,,,,1880,,,,,
21,6260000,6260000-014,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,영주암,,부산직할시 남구 망미1동 950번지,,,1988-12-05,,,,,영업/정상,,,,2005-11-18 15:59:17,,0517542210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,350,,,,1540년 조선시대 창건. 1940년 복원.,,,영주암,,,,,,,A,,,,1540,,,,,
23,6260000,6260000-017,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,연등사,,부산광역시 동구 좌천동,,,1988-07-19,,,,,영업/정상,,,,2010-05-20 10:50:37,,0516320546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1200,,,,정확한 창건연대는 알 수 없으나 지금부터 약 140여년 전에 팔금산 정기가 맺힌 곳이라하여 어느 고승이 초암을 지어 포교활동을 시작한 것으로 전해지며 1882년 덕산스님이 주지로 취임하여 현재의 대웅전과 삼성각 요산선원을 지어 연등사라 칭하고 본격적인 포교활동을 하였음.,,,연등사,,,,,,,A,,,,연대미상,,,,,
24,6260000,6260000-018,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,운수사,,부산광역시 사상구 모라동,,부산광역시 사상구 모라로219번길 173 (모라동),1988-07-19,,,,,영업/정상,,383324.440508292,189095.962267451,2014-09-02 14:57:48,,0513175672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1500,,,,구전에 의하면 가락국때 창건되었다고 하고 다른 설에 의하면 원효대사가 부산진구 소재 선암사를 짓고 산을 넘어와 운수사를 지었는데 임란때 소실되었다가 1660년 경 중건되었다 하나 믿을 만한 증거는 없음.,,,운수사,,,,,,,A,,,,675,,,,,
25,6260000,6260000-019,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,옥련선원,,부산광역시 수영구 민락동 327-2번지,,부산광역시 수영구 광남로257번길 58 (민락동),1998-10-17,,,,,영업/정상,,393597.836305646,186864.431462704,2011-10-30 15:05:38,,0517579066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,9000,,,,삼국시대 원효대사에 의해 창건되었던 백산사가 그 효사라고 구전으로 전해내려 오고 있음.!N!현재 옥련암은 1935년 중건되었다가 1976년 대웅전을 시작으로 불사가 이루어졌고 옥련선원으로 개칭함.,,,옥련선원,,,,,,,A,,,,삼국,,,,,
26,6260000,6260000-020,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,범어사,,부산광역시 금정구 청룡동 546,,부산광역시 금정구 범어사로 250 (청룡동),1988-07-19,,,,,영업/정상,,388128.926433953,200280.928194332,2016-04-26 19:26:01,,0515083127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,문무왕 18년(678) 의상스님이 건립한 것으로 추정하고 있으며 선조 25년(1592) 임진왜란으로 재해를 입었다가 선조 35년 재건하였으나 소실되고 광해군 5년(1613)중건하여 오늘에 이름.,,,범어사,,,,,,,A,,,,679,,,,,
27,6260000,6260000-021,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,선암사,,부산직할시 부산진구 부암3동 628번지,,,1988-07-19,,,,,영업/정상,,,,2017-08-16 13:03:18,,0518037573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1500,,,,"신라 문무왕 15년 원효대사가 창건하여 견강사라 하였다가 768년에 선암사라 부르게 되었다. !N!1581년 4차에 걸쳐 중수하였고 1868년 동운, 신겸 두 스님이 중건하였음.",,,선암사,,,,,,,A,,,,674,,,,,
28,6260000,6260000-022,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,척판암,,부산광역시 기장군 장안읍 장안리 산53-1,,,1988-06-10,,,,,영업/정상,,,,2005-11-21 11:29:27,,0517273547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,원효대사가 현재의 불공산 바위 틈에 부처를 모시고 수도중이었고 그위치를 절을 지어 척판암이라고 함.,,,척판암,,,,,,,A,,,,659,,,,,
29,6260000,6260000-023,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,금수사,,부산광역시 동구 초량동 843,,부산광역시 동구 망양로 533-1 (초량동),1988-12-05,,,,,영업/정상,,384968.052973518,182004.720236456,2017-03-27 15:23:26,,0514673316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,금수사,,,,,,,A,,,,1910,,,,,
30,6260000,6260000-024,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,광명사,,부산광역시 부산진구 범천동 1534-1번지,,,1988-07-19,,,,,영업/정상,,,,2005-11-18 16:55:58,,0516460843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,월당 노스님이 지나다 물맛이 특이해서 토굴을 지어 기거하다가 1962년 동사찰을 범어사에 기증.,,,광명사,,,,,,,A,,,,1920,,,,,
31,6260000,6260000-025,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,안적사,,부산광역시 기장군 기장읍 내리 692번지,,,1988-06-10,,,,,영업/정상,,,,2005-11-22 11:41:24,,0515433400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신라 문무왕 2년(569년) 화엄종조인원효대사가 창건하였고 임진왜란으로 전소된 것을 묘전화상이 복원함.,,,안적사,,,,,,,A,,,,569,,,,,
51,3260000,CDFD1061,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,천마선중생사,,부산광역시 서구 남부민동 465번지 6통2반,,부산광역시 서구 해돋이로 74-14  (남부민동),2003-01-27,,,,,영업/정상,지정,384246.55788671,178111.578582436,2003-01-27 15:05:24,,242-4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,천마선중생사,,,,,,,N,,,,,,,,,
52,3260000,CDFD1062,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,천왕사,,부산광역시 서구 남부민동 94번지 17통3반,,,2003-01-27,,,,,영업/정상,지정,384304.858317516,178461.614151848,2003-01-27 15:07:04,,244-3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,천왕사,,,,,,,N,,,,,,,,,
53,3260000,CDFD1063,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,청룡사,,부산광역시 서구 남부민동 428번지 13통6반,,부산광역시 서구 해돋이로53번길 14-9  (남부민동),2003-01-27,,,,,영업/정상,지정,384038.401259111,178001.383710745,2003-01-27 15:07:37,,244-4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,청룡사,,,,,,,N,,,,,,,,,
54,3260000,CDFD1064,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,칠보사,,부산광역시 서구 남부민동 93-1번지,,부산광역시 서구 해돋이로109번길 17  (남부민동),2003-01-27,,,,,영업/정상,지정,384242.826461707,178529.716640919,2012-02-09 09:11:04,,253-3711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,칠보사,,,,,,,N,,,,,,,,,
55,3260000,CDFD1065,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,대법사,,부산광역시 서구 남부민동 315번지 11통6반,,부산광역시 서구 남부민로 28  (남부민동),2003-01-27,,,,,영업/정상,지정,384481.244120066,178025.039613013,2003-01-27 15:11:03,,256-3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,대법사,,,,,,,N,,,,,,,,,
56,3260000,CDFD1066,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,반야사,,부산광역시 서구 암남동 2번지 36통3반,,,2003-01-27,,,,,영업/정상,지정,383709.173427262,177923.119803159,2003-01-27 15:10:28,,247-6946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,반야사,,,,,,,N,,,,,,,,,
57,3260000,CDFD1067,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,해광사,,부산광역시 서구 암남동 산 4-1번지 30통1반,,,2003-01-27,,,,,영업/정상,지정,383661.161353255,178197.918211341,2012-02-09 09:12:17,,253-7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,해광사,,,,,,,N,,,,,,,,,
58,3260000,CDFD1068,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,능암정사,,부산광역시 서구 암남동 206-1번지 33통1반,,부산광역시 서구 충무대로 64  (암남동),2003-01-27,,,,,영업/정상,지정,384165.46969935,177338.581629934,2012-02-09 09:13:07,,245-4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,능암정사,,,,,,,N,,,,,,,,,
59,3260000,CDFD1069,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,진평정사,,부산광역시 서구 암남동 산 119번지 12통7반,,부산광역시 서구 암남공원로 254-23  (암남동),2003-01-27,,,,,영업/정상,지정,383807.020656794,175933.438831143,2003-01-27 15:13:40,,254-0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,진평정사,,,,,,,N,,,,,,,,,
60,3260000,CDFD1070,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,삼불정사,,부산광역시 서구 암남동 279-8번지 9통2반,,부산광역시 서구 충무대로 43-2  (암남동),2003-01-27,,,,,영업/정상,지정,383949.812393111,177432.698588332,2012-02-09 09:14:52,,256-9231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,삼불정사,,,,,,,N,,,,,,,,,
61,3260000,CDFD1071,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,용암사,,부산광역시 서구 암남동 165-6번지,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 15:14:51,,256-4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,용암사,,,,,,,N,,,,,,,,,
62,3260000,CDFD1072,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,천봉사,,부산광역시 서구 암남동 470-7번지,,부산광역시 서구 암남로78번길 25-5  (암남동),2003-01-27,,,,,영업/정상,지정,383461.110854123,177305.711679131,2003-01-27 15:15:24,,253-7252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,천봉사,,,,,,,N,,,,,,,,,
63,3260000,CDFD1073,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,원불료대신교당,,부산광역시 서구 동대신동3가 333-2번지,,부산광역시 서구 구덕로334번길 19-2  (동대신동3가),2003-01-27,,,,,영업/정상,지정,383813.866440221,181296.944019409,2012-02-09 09:16:39,,243-9069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,원불료대신교당,,,,,,,N,,,,,,,,,
64,3260000,CDFD1074,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,원불교남부민교당,,부산광역시 서구 남부민동 502번지 6통1반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 15:16:57,,256-5927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,원불교남부민교당,,,,,,,N,,,,,,,,,
65,3260000,CDFD1075,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,원불교토성교당,,부산광역시 서구 아미동2가 36-8번지,,부산광역시 서구 구덕로185번길 52  (아미동2가),2003-01-27,,,,,영업/정상,지정,383834.640718348,179904.837160366,2012-02-09 09:18:24,,244-7155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,원불교토성교당,,,,,,,N,,,,,,,,,
2,3400000,CDFI5271002022000001,03_07_12_P,U,2025-03-16 02:40:00,종합유원시설업,롯데월드 어드벤처 부산,,부산광역시 기장군 기장읍 시랑리 산 46,46083,부산광역시 기장군 기장읍 동부산관광로 42,2022-03-15,,,,,영업/정상,영업중,401648.172377821,190623.521052889,2025-03-14 14:27:47,,,,0,기타,0,,,,,0,0,,허가유원시설업,,,Y,Y,,,,,,,,,0,0,,,,0,0,,Y,,,,Y,0,,,0,기타,,0,자연녹지지역,,,,0,,0,,,,0
66,3260000,CDFD1001,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,대한불교원효종금산포교원,,부산광역시 서구 동대신동1가 369번지 5통20반,,,2002-04-30,,,,,영업/정상,지정,,,2003-01-27 13:09:48,,243-7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,대한불교원효종금산포교원,,,,,,,N,,,,,,,,,
67,3260000,CDFD1002,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,락서암,,부산광역시 서구 동대신동1가 12번지 11통1반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 13:33:17,,243-0819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,락서암,,,,,,,N,,,,,,,,,
68,3260000,CDFD1003,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,팔도사,,부산광역시 서구 동대신동1가 220번지,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 13:34:53,,247-7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,팔도사,,,,,,,N,,,,,,,,,
69,3260000,CDFD1004,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,보현사,,부산광역시 서구 동대신동2가 79-106번지 18통4반,,,2003-01-27,,,,,영업/정상,지정,384440.910125496,181401.942960702,2012-02-09 11:14:01,,242-3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,보현사,,,,,,,N,,,,,,,,,
70,3260000,CDFD1005,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,백련불교문화원,,부산광역시 서구 동대신동2가 211번지 2통3반,,부산광역시 서구 보수대로 187  (동대신동2가),2003-01-27,,,,,영업/정상,지정,384198.949282115,181066.661380152,2003-01-27 13:37:08,,253-0277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,백련불교문화원,,,,,,,N,,,,,,,,,
71,3260000,CDFD1006,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,봉성포교당,,부산광역시 서구 동대신동2가 386번지 1통4반,,부산광역시 서구 구덕로296번길 17  (동대신동2가),2003-01-27,,,,,영업/정상,지정,383952.921129876,180948.227287299,2003-01-27 13:38:23,,242-1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,봉성포교당,,,,,,,N,,,,,,,,,
72,3260000,CDFD1007,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,여래원,,부산광역시 서구 동대신동2가 2-132번지,,부산광역시 서구 중앙공원로 21-11  (동대신동2가),2003-01-27,,,,,영업/정상,지정,384411.916577736,181584.370754969,2003-01-27 13:42:07,,243-1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,여래원,,,,,,,N,,,,,,,,,
73,3260000,CDFD1008,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,수암정사,,부산광역시 서구 동대신동3가 66-71번지,,부산광역시 서구 망양로107번가길 1  (동대신동3가),2003-01-27,,,,,영업/정상,지정,,,2012-02-09 11:14:48,,242-4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,수암정사,,,,,,,N,,,,,,,,,
74,3260000,CDFD1009,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,수도사,,부산광역시 서구 동대신동3가 63-145번지,,부산광역시 서구 망양로 115  (동대신동3가),2003-01-27,,,,,영업/정상,지정,384036.847815749,181659.408466942,2012-02-09 09:19:29,,242-2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,수도사,,,,,,,N,,,,,,,,,
75,3260000,CDFD1011,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,대한불료법화종관불포교원,,부산광역시 서구 동대신동3가 406번지,,부산광역시 서구 보수대로 216  (동대신동3가),2003-01-27,,,,,영업/정상,지정,384091.717326883,181350.617988386,2003-01-27 13:51:42,,243-0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,대한불료법화종관불포교원,,,,,,,N,,,,,,,,,
76,3260000,CDFD1012,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,구광사(금지암),,부산광역시 서구 동대신동3가 411번지,,,2003-01-27,,,,,영업/정상,지정,384111.078650526,181394.953030807,2003-01-27 13:52:48,,243-8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,구광사(금지암),,,,,,,N,,,,,,,,,
77,3260000,CDFD1013,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,대한불료시민선원,,부산광역시 서구 서대신동1가 50-1번지 4통,,,2003-01-27,,,,,영업/정상,지정,383853.033492263,180699.928630557,2003-01-27 13:54:04,,254-5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,대한불료시민선원,,,,,,,N,,,,,,,,,
78,3260000,CDFD1014,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,금정정사,,부산광역시 서구 서대신동1가 266번지 9통4반,,부산광역시 서구 해돋이로383번길 45  (서대신동1가),2003-01-27,,,,,영업/정상,지정,383355.152477091,180419.463204492,2003-01-27 13:55:28,,256-3483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,금정정사,,,,,,,N,,,,,,,,,
79,3260000,CDFD1015,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,종교관포교원,,부산광역시 서구 서대신동2가 337번지 14통1반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 13:56:28,,255-0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,종교관포교원,,,,,,,N,,,,,,,,,
80,3260000,CDFD1016,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,능인선원,,부산광역시 서구 서대신동2가 3-18번지,,부산광역시 서구 구덕로315번길 10-3  (서대신동2가),2003-01-27,,,,,영업/정상,지정,383741.145991286,181067.144655995,2003-01-27 13:57:21,,243-8038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,능인선원,,,,,,,N,,,,,,,,,
81,3260000,CDFD1017,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,지장정사,,부산광역시 서구 서대신동3가 458-5번지 1통2반,,,2003-01-27,,,,,영업/정상,지정,383431.72735953,180981.502959959,2012-02-09 09:30:07,,248-3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,지장정사,,,,,,,N,,,,,,,,,
82,3260000,CDFD1018,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,보타원,,부산광역시 서구 서대신동3가 578번지 3통2반,,부산광역시 서구 대티로179번길 35  (서대신동3가),2003-01-27,,,,,영업/정상,지정,383410.452182506,181180.134843195,2003-01-27 13:59:07,,243-0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,보타원,,,,,,,N,,,,,,,,,
83,3260000,CDFD1019,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,대명사,,부산광역시 서구 서대신동3가 산 37번지 12통5반,,,2003-01-27,,,,,영업/정상,지정,382496.439367225,181588.952601743,2003-01-27 14:00:00,,253-4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,대명사,,,,,,,N,,,,,,,,,
84,3260000,CDFD1020,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,보문사,,부산광역시 서구 서대신동3가 679번지 10통4반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 14:00:41,,255-1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,보문사,,,,,,,N,,,,,,,,,
85,3260000,CDFD1021,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,관음정사,,부산광역시 서구 서대신동3가 679-8번지 10통4반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 14:01:34,,255-1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,관음정사,,,,,,,N,,,,,,,,,
86,3260000,CDFD1022,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,천룡사,,부산광역시 서구 서대신동3가 687번지 10통2반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 14:02:19,,253-1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,천룡사,,,,,,,N,,,,,,,,,
87,3260000,CDFD1023,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,용화사,,부산광역시 서구 서대신동3가 680번지 11통3반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 14:02:57,,255-0698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,용화사,,,,,,,N,,,,,,,,,
88,3260000,CDFD1024,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,수도암,,부산광역시 서구 서대신동3가 산 39번지 9통4반,,,2003-01-27,,,,,영업/정상,지정,382645.054043986,181435.577236283,2003-01-27 14:03:50,,255-1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,수도암,,,,,,,N,,,,,,,,,
89,3260000,CDFD1025,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,대봉사,,부산광역시 서구 서대신동3가 산 3-61번지 12통5반,,,2003-01-27,,,,,영업/정상,지정,,,2012-02-09 09:31:51,,255-0726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,대봉사,,,,,,,N,,,,,,,,,
90,3260000,CDFD1026,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,수도사,,부산광역시 서구 서대신동3가 산 9번지 13통2반,,,2003-01-27,,,,,영업/정상,지정,,,2003-01-27 14:05:26,,225-1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,수도사,,,,,,,N,,,,,,,,,
91,3260000,CDFD1027,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,내원정사,,부산광역시 서구 서대신동3가 4번지 13통5반,,부산광역시 서구 엄광산로40번길 80 (서대신동3가),2003-01-27,,,,,영업/정상,지정,383362.620649133,182857.370052917,2017-05-08 10:27:52,,242-0691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,내원정사,,,,,,,N,,,,,,,,,
92,3260000,CDFD1028,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,홍은사,,부산광역시 서구 서대신동3가 31-153번지 8통2반,,부산광역시 서구 꽃마을로65번길 10  (서대신동3가),2003-01-27,,,,,영업/정상,지정,383170.843113046,181914.845098005,2012-02-09 09:34:49,,243-3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,홍은사,,,,,,,N,,,,,,,,,
93,3260000,CDFD1029,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,금수암,,부산광역시 서구 서대신동3가 31-242번지 7통5반,,부산광역시 서구 꽃마을로87번길 18  (서대신동3가),2003-01-27,,,,,영업/정상,지정,383034.996810994,182065.300115489,2012-02-09 09:35:36,,255-0932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,금수암,,,,,,,N,,,,,,,,,
94,3260000,CDFD1030,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,칠보사,,부산광역시 서구 서대신동3가 31-158번지 7통5반,,부산광역시 서구 시약로117번길 17-5  (서대신동3가),2003-01-27,,,,,영업/정상,지정,383050.826570512,181994.974319115,2012-02-09 09:38:36,,244-0649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,칠보사,,,,,,,N,,,,,,,,,
95,3260000,CDFD1031,03_07_11_P,I,2018-08-31 23:59:59,전통사찰,반야암,,부산광역시 서구 서대신동3가 34-64번지 7통5반,,,2003-01-27,,,,,영업/정상,지정,,,2012-02-09 09:37:22,,254-3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,반야암,,,,,,,N,,,,,,,,,
